global_rank,global_candidate_count,canonical_key,global_priority_score,maximum_domain_score,domain_breadth_bonus,domain_count,assigned_domains,strongest_domain,domain_rankings,title,year,authors,doi,pmid,arxiv,venue,publication_type,citation_count,abstract_available,url,query_family_ids,discovery_queries,admission_state
32,1303,doi:10.1117/12.2290559,13.55103,13.30103,0.25,2,"[""melanin_hemoglobin_and_scattering_identifiability"",""skin_tissue_optical_forward_models""]",skin_tissue_optical_forward_models,"[{""domain"":""melanin_hemoglobin_and_scattering_identifiability"",""domain_candidate_count"":71,""domain_rank"":15,""domain_score"":9.30103},{""domain"":""skin_tissue_optical_forward_models"",""domain_candidate_count"":96,""domain_rank"":22,""domain_score"":13.30103}]","Simultaneous estimation of transcutaneous bilirubin, hemoglobin, and melanin based on diffuse reflectance spectroscopy",2018,"[""Izumi Nishidate"",""Wares M. Abdul"",""Mizuki Ohtsu"",""Kazuya Nakano"",""Hideaki Haneishi""]",10.1117/12.2290559,,,Optical Diagnostics and Sensing XVIII: Toward Point-of-Care Diagnostics,proceedings-article,1,False,https://doi.org/10.1117/12.2290559,"[""QF-001"",""QF-003""]","[""collinearity melanin hemoglobin optical parameter estimation"",""skin diffuse reflectance forward model melanin hemoglobin scattering""]",UNSCREENED_NOT_ADMITTED
33,1303,doi:10.1117/1.jbo.20.5.050503,13.528754,12.778754,0.75,4,"[""fisher_information_and_cramer_rao_skin_imaging"",""melanin_hemoglobin_and_scattering_identifiability"",""multispectral_band_selection_and_measurement_design"",""skin_reflectance_inverse_models""]",skin_reflectance_inverse_models,"[{""domain"":""fisher_information_and_cramer_rao_skin_imaging"",""domain_candidate_count"":120,""domain_rank"":21,""domain_score"":7.778754},{""domain"":""melanin_hemoglobin_and_scattering_identifiability"",""domain_candidate_count"":71,""domain_rank"":11,""domain_score"":10.278754},{""domain"":""multispectral_band_selection_and_measurement_design"",""domain_candidate_count"":116,""domain_rank"":48,""domain_score"":7.778754},{""domain"":""skin_reflectance_inverse_models"",""domain_candidate_count"":109,""domain_rank"":17,""domain_score"":12.778754}]",Snapshot RGB mapping of skin melanin and hemoglobin,2015,"[""Janis Spigulis"",""Ilze Oshina""]",10.1117/1.jbo.20.5.050503,,,Journal of Biomedical Optics,journal-article,18,False,https://doi.org/10.1117/1.jbo.20.5.050503,"[""QF-002"",""QF-003"",""QF-007"",""QF-008""]","[""Fisher information skin spectroscopy melanin hemoglobin"",""melanin hemoglobin scattering identifiability skin spectroscopy"",""multispectral band selection melanin hemoglobin skin"",""skin spectral reflectance inverse problem melanin hemoglobin""]",UNSCREENED_NOT_ADMITTED
34,1303,doi:10.1002/mp.70521,13.5,13.5,0.0,1,"[""skin_tissue_optical_forward_models""]",skin_tissue_optical_forward_models,"[{""domain"":""skin_tissue_optical_forward_models"",""domain_candidate_count"":96,""domain_rank"":17,""domain_score"":13.5}]",Monte Carlo modeling and phantom studies show Cherenkov emission per unit dose during total skin electron therapy is a function of tissue optical properties.,2026,"[""Zhu Y"",""Ong YH"",""Byrd BK"",""Alexander DA"",""Johnson M"",""Sourvanos D"",""Zhu TC.""]",10.1002/mp.70521,42259769,,,,0,True,https://europepmc.org/article/MED/42259769,"[""QF-001""]","[""Monte Carlo skin tissue optical forward model reflectance"",""multilayer skin optical model spectral reflectance"",""skin diffuse reflectance forward model melanin hemoglobin scattering""]",UNSCREENED_NOT_ADMITTED
35,1303,doi:10.1007/s10103-026-04911-7,13.5,13.5,0.0,1,"[""skin_tissue_optical_forward_models""]",skin_tissue_optical_forward_models,"[{""domain"":""skin_tissue_optical_forward_models"",""domain_candidate_count"":96,""domain_rank"":18,""domain_score"":13.5}]",Monte Carlo simulations of optical propagation in human skin using experimentally measured laser parameters.,2026,"[""Girasol CE"",""Lobão RMQ"",""Sampaio MS"",""Cruz-Junior LB"",""Guirro RRJ"",""Bachmann L.""]",10.1007/s10103-026-04911-7,42262662,,,,0,True,https://europepmc.org/article/MED/42262662,"[""QF-001""]","[""Monte Carlo skin tissue optical forward model reflectance""]",UNSCREENED_NOT_ADMITTED
36,1303,doi:10.35772/ghm.2026.01058,13.5,13.5,0.0,1,"[""dermatology_ai_fairness_and_skin_tone""]",dermatology_ai_fairness_and_skin_tone,"[{""domain"":""dermatology_ai_fairness_and_skin_tone"",""domain_candidate_count"":111,""domain_rank"":4,""domain_score"":13.5}]",Artificial intelligence (AI)-assisted diagnosis of skin diseases: From image classification to dermatology-specific multimodal clinical reasoning.,2026,"[""Cheng Y"",""Zhou C"",""Wang P"",""Liu H"",""Han Y.""]",10.35772/ghm.2026.01058,42368306,,,,0,True,https://europepmc.org/article/MED/42368306,"[""QF-011""]","[""skin disease classification fairness skin tone""]",UNSCREENED_NOT_ADMITTED
37,1303,doi:10.1002/jbio.202400413,13.5,13.5,0.0,1,"[""skin_reflectance_inverse_models""]",skin_reflectance_inverse_models,"[{""domain"":""skin_reflectance_inverse_models"",""domain_candidate_count"":109,""domain_rank"":10,""domain_score"":13.5}]",Accurate Estimation of Methemoglobin and Oxygen Saturation in Skin Tissue Using Diffuse Reflectance Spectroscopy and Artificial Intelligence.,2025,"[""Sahli I"",""Bachir W"",""El-Daher MS.""]",10.1002/jbio.202400413,40012255,,,,0,True,https://europepmc.org/article/MED/40012255,"[""QF-002""]","[""inverse model skin reflectance chromophore concentration""]",UNSCREENED_NOT_ADMITTED
38,1303,doi:10.1093/ced/llaf145,13.5,13.5,0.0,1,"[""dermatology_ai_fairness_and_skin_tone""]",dermatology_ai_fairness_and_skin_tone,"[{""domain"":""dermatology_ai_fairness_and_skin_tone"",""domain_candidate_count"":111,""domain_rank"":5,""domain_score"":13.5}]",Comment on ‘Representations of skin tone and sex in dermatology by generative artificial intelligence: a comparative study’,2025,"[""Hinpetch Daungsupawong"",""Viroj Wiwanitkit""]",10.1093/ced/llaf145,,,Clinical and Experimental Dermatology,journal-article,0,True,https://doi.org/10.1093/ced/llaf145,"[""QF-011""]","[""dermatology artificial intelligence skin tone performance disparity""]",UNSCREENED_NOT_ADMITTED
39,1303,doi:10.7759/cureus.94909,13.5,13.5,0.0,1,"[""dermatology_ai_fairness_and_skin_tone""]",dermatology_ai_fairness_and_skin_tone,"[{""domain"":""dermatology_ai_fairness_and_skin_tone"",""domain_candidate_count"":111,""domain_rank"":6,""domain_score"":13.5}]",Exploring the Diagnostic Capability of Artificial Intelligence in Dermatology for Darker Skin Tones: A Narrative Review.,2025,"[""Dowie T.""]",10.7759/cureus.94909,41262830,,,,0,True,https://europepmc.org/article/MED/41262830,"[""QF-011""]","[""dermatology artificial intelligence skin tone performance disparity""]",UNSCREENED_NOT_ADMITTED
40,1303,doi:10.5753/sibgrapi.est.2024.31648,13.5,13.5,0.0,1,"[""dermatology_ai_fairness_and_skin_tone""]",dermatology_ai_fairness_and_skin_tone,"[{""domain"":""dermatology_ai_fairness_and_skin_tone"",""domain_candidate_count"":111,""domain_rank"":7,""domain_score"":13.5}]",Enhancing Fairness in Machine Learning: Skin Tone Classification Using the Monk Skin Tone Scale,2024,"[""Vitor Pereira Matias"",""João Batista Neto""]",10.5753/sibgrapi.est.2024.31648,,,"Anais Estendidos da XXXVII Conference on Graphics, Patterns and Images (SIBGRAPI Estendido 2024)",proceedings-article,0,True,https://doi.org/10.5753/sibgrapi.est.2024.31648,"[""QF-011""]","[""skin disease classification fairness skin tone""]",UNSCREENED_NOT_ADMITTED
41,1303,doi:10.1117/1.jbo.18.3.037003,13.486772,13.486772,0.0,1,"[""skin_tissue_optical_forward_models""]",skin_tissue_optical_forward_models,"[{""domain"":""skin_tissue_optical_forward_models"",""domain_candidate_count"":96,""domain_rank"":19,""domain_score"":13.486772}]",Monte Carlo lookup table-based inverse model for extracting optical properties from tissue-simulating phantoms using diffuse reflectance spectroscopy,2013,"[""Ricky Hennessy"",""Sam L. Lim"",""Mia K. Markey"",""James W. Tunnell""]",10.1117/1.jbo.18.3.037003,,,Journal of Biomedical Optics,journal-article,96,False,https://doi.org/10.1117/1.jbo.18.3.037003,"[""QF-001""]","[""Monte Carlo skin tissue optical forward model reflectance""]",UNSCREENED_NOT_ADMITTED
42,1303,doi:10.1117/12.889626,13.477121,13.477121,0.0,1,"[""skin_tissue_optical_forward_models""]",skin_tissue_optical_forward_models,"[{""domain"":""skin_tissue_optical_forward_models"",""domain_candidate_count"":96,""domain_rank"":20,""domain_score"":13.477121}]",Spectral reflectance fitting based on Monte Carlo simulation using a multi-layered skin tissue model,2011,"[""Yoshihisa Aizu"",""Takaaki Maeda"",""Tomohiro Kuwahara"",""Tetsuji Hirao""]",10.1117/12.889626,,,SPIE Proceedings Diffuse Optical Imaging III,proceedings-article,2,False,https://doi.org/10.1117/12.889626,"[""QF-001""]","[""Monte Carlo skin tissue optical forward model reflectance"",""multilayer skin optical model spectral reflectance""]",UNSCREENED_NOT_ADMITTED
43,1303,doi:10.1117/12.356803,13.477121,13.477121,0.0,1,"[""skin_tissue_optical_forward_models""]",skin_tissue_optical_forward_models,"[{""domain"":""skin_tissue_optical_forward_models"",""domain_candidate_count"":96,""domain_rank"":21,""domain_score"":13.477121}]",&lt;title&gt;Layered Monte Carlo model for the description of diffuse reflectance spectra from pigmented skin lesions&lt;/title&gt;,1999,"[""Vincent P. Wallace"",""Peter S. Mortimer"",""Robert J. Ott"",""Jeffery C. Bamber""]",10.1117/12.356803,,,SPIE Proceedings Optical Tomography and Spectroscopy of Tissue III,proceedings-article,2,False,https://doi.org/10.1117/12.356803,"[""QF-001""]","[""Monte Carlo skin tissue optical forward model reflectance""]",UNSCREENED_NOT_ADMITTED
44,1303,doi:10.1117/1.jbo.29.2.026003,13.454243,13.454243,0.0,1,"[""skin_reflectance_inverse_models""]",skin_reflectance_inverse_models,"[{""domain"":""skin_reflectance_inverse_models"",""domain_candidate_count"":109,""domain_rank"":11,""domain_score"":13.454243}]",In vivo visualization of burn depth in skin tissue of rats using hemoglobin parameters estimated by diffuse reflectance spectral imaging,2024,"[""Md. Anowar Parvez"",""Kazuhiro Yashiro"",""Yuki Nagahama"",""Yasuyuki Tsunoi"",""Daizoh Saitoh"",""Shunichi Sato"",""Izumi Nishidate""]",10.1117/1.jbo.29.2.026003,,,Journal of Biomedical Optics,journal-article,8,False,https://doi.org/10.1117/1.jbo.29.2.026003,"[""QF-002""]","[""skin spectral reflectance inverse problem melanin hemoglobin""]",UNSCREENED_NOT_ADMITTED
45,1303,doi:10.1117/1.jbo.29.9.093507,13.454243,13.454243,0.0,1,"[""melanin_hemoglobin_and_scattering_identifiability""]",melanin_hemoglobin_and_scattering_identifiability,"[{""domain"":""melanin_hemoglobin_and_scattering_identifiability"",""domain_candidate_count"":71,""domain_rank"":2,""domain_score"":13.454243}]","Hyperspectral imaging with deep learning for quantification of tissue hemoglobin, melanin, and scattering",2024,"[""Thomas T. Livecchi"",""Steven L. Jacques"",""Hrebesh M. Subhash"",""Mark C. Pierce""]",10.1117/1.jbo.29.9.093507,,,Journal of Biomedical Optics,journal-article,8,False,https://doi.org/10.1117/1.jbo.29.9.093507,"[""QF-003""]","[""melanin hemoglobin scattering identifiability skin spectroscopy""]",UNSCREENED_NOT_ADMITTED
46,1303,doi:10.1109/cvpr52733.2024.01128,13.40309,13.40309,0.0,1,"[""skin_reflectance_inverse_models""]",skin_reflectance_inverse_models,"[{""domain"":""skin_reflectance_inverse_models"",""domain_candidate_count"":109,""domain_rank"":12,""domain_score"":13.40309}]",Diffusion Reflectance Map: Single-Image Stochastic Inverse Rendering of Illumination and Reflectance,2024,"[""Yuto Enyo"",""Ko Nishino""]",10.1109/cvpr52733.2024.01128,,,2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),proceedings-article,7,False,https://doi.org/10.1109/cvpr52733.2024.01128,"[""QF-002""]","[""inverse rendering human skin spectral reflectance""]",UNSCREENED_NOT_ADMITTED
47,1303,doi:10.1152/jappl.1956.9.2.257,13.389879,13.139879,0.25,2,"[""camera_spectral_sensitivity_and_observation_operators"",""spectral_reflectance_geometry_and_dimension""]",spectral_reflectance_geometry_and_dimension,"[{""domain"":""camera_spectral_sensitivity_and_observation_operators"",""domain_candidate_count"":113,""domain_rank"":89,""domain_score"":5.639879},{""domain"":""spectral_reflectance_geometry_and_dimension"",""domain_candidate_count"":115,""domain_rank"":4,""domain_score"":13.139879}]",<i>Spectral Transmittance and Reflectance of Excised Human Skin</i>,1956,"[""James D. Hardy"",""Harold T. Hammel"",""Dorothy Murgatroyd""]",10.1152/jappl.1956.9.2.257,,,Journal of Applied Physiology,journal-article,137,False,https://doi.org/10.1152/jappl.1956.9.2.257,"[""QF-004"",""QF-005""]","[""camera spectral sensitivity human skin reflectance operator"",""intrinsic dimension human skin spectral reflectance""]",UNSCREENED_NOT_ADMITTED
48,1303,doi:10.1109/wacvw60836.2024.00067,13.345098,13.345098,0.0,1,"[""dermatology_ai_fairness_and_skin_tone""]",dermatology_ai_fairness_and_skin_tone,"[{""domain"":""dermatology_ai_fairness_and_skin_tone"",""domain_candidate_count"":111,""domain_rank"":8,""domain_score"":13.345098}]",Does the Fairness of Your Pre-Training Hold Up? Examining the Influence of Pre-Training Techniques on Skin Tone Bias in Skin Lesion Classification,2024,"[""Pratinav Seth"",""Abhilash K. Pai""]",10.1109/wacvw60836.2024.00067,,,2024 IEEE/CVF Winter Conference on Applications of Computer Vision Workshops (WACVW),proceedings-article,6,False,https://doi.org/10.1109/wacvw60836.2024.00067,"[""QF-011""]","[""skin disease classification fairness skin tone""]",UNSCREENED_NOT_ADMITTED
49,1303,doi:10.1364/ecbo.2011.80880p,13.30103,13.30103,0.0,1,"[""skin_tissue_optical_forward_models""]",skin_tissue_optical_forward_models,"[{""domain"":""skin_tissue_optical_forward_models"",""domain_candidate_count"":96,""domain_rank"":23,""domain_score"":13.30103}]",Spectral reflectance fitting based on Monte Carlo simulation using a multi-layered skin tissue model,2011,"[""Yoshihisa Aizu"",""Takaaki Maeda"",""Tomohiro Kuwahara"",""Tetsuji Hirao""]",10.1364/ecbo.2011.80880p,,,Diffuse Optical Imaging III,proceedings-article,1,False,https://doi.org/10.1364/ecbo.2011.80880p,"[""QF-001""]","[""Monte Carlo skin tissue optical forward model reflectance"",""multilayer skin optical model spectral reflectance"",""skin diffuse reflectance forward model melanin hemoglobin scattering""]",UNSCREENED_NOT_ADMITTED
50,1303,doi:10.1117/1.jbo.17.4.047004,13.299341,13.299341,0.0,1,"[""skin_tissue_optical_forward_models""]",skin_tissue_optical_forward_models,"[{""domain"":""skin_tissue_optical_forward_models"",""domain_candidate_count"":96,""domain_rank"":24,""domain_score"":13.299341}]",Inverse Monte Carlo method in a multilayered tissue model for diffuse reflectance spectroscopy,2012,"[""Ingemar Fredriksson""]",10.1117/1.jbo.17.4.047004,,,Journal of Biomedical Optics,journal-article,62,False,https://doi.org/10.1117/1.jbo.17.4.047004,"[""QF-001""]","[""Monte Carlo skin tissue optical forward model reflectance""]",UNSCREENED_NOT_ADMITTED
51,1303,doi:10.1109/acpr.2013.9,13.291393,12.541393,0.75,4,"[""fisher_information_and_cramer_rao_skin_imaging"",""melanin_hemoglobin_and_scattering_identifiability"",""multispectral_band_selection_and_measurement_design"",""skin_reflectance_inverse_models""]",skin_reflectance_inverse_models,"[{""domain"":""fisher_information_and_cramer_rao_skin_imaging"",""domain_candidate_count"":120,""domain_rank"":25,""domain_score"":7.541393},{""domain"":""melanin_hemoglobin_and_scattering_identifiability"",""domain_candidate_count"":71,""domain_rank"":12,""domain_score"":10.041393},{""domain"":""multispectral_band_selection_and_measurement_design"",""domain_candidate_count"":116,""domain_rank"":51,""domain_score"":7.541393},{""domain"":""skin_reflectance_inverse_models"",""domain_candidate_count"":109,""domain_rank"":18,""domain_score"":12.541393}]",Melanin and Hemoglobin Identification for Skin Disease Analysis,2013,"[""Zhao Liu"",""Josiane Zerubia""]",10.1109/acpr.2013.9,,,2013 2nd IAPR Asian Conference on Pattern Recognition,proceedings-article,10,False,https://doi.org/10.1109/acpr.2013.9,"[""QF-002"",""QF-003"",""QF-007"",""QF-008""]","[""Fisher information skin spectroscopy melanin hemoglobin"",""collinearity melanin hemoglobin optical parameter estimation"",""melanin hemoglobin scattering identifiability skin spectroscopy"",""multispectral band selection melanin hemoglobin skin"",""skin spectral reflectance inverse problem melanin hemoglobin""]",UNSCREENED_NOT_ADMITTED
52,1303,doi:10.1109/icpr48806.2021.9412919,13.19897,13.19897,0.0,1,"[""skin_reflectance_inverse_models""]",skin_reflectance_inverse_models,"[{""domain"":""skin_reflectance_inverse_models"",""domain_candidate_count"":109,""domain_rank"":13,""domain_score"":13.19897}]",Fast Determination of Melanin based on Skin Hyperspectral Reflectance,2021,"[""Shiwei Li"",""Mohsen Ardabilian"",""Abdelmalek Zine""]",10.1109/icpr48806.2021.9412919,,,2020 25th International Conference on Pattern Recognition (ICPR),proceedings-article,4,False,https://doi.org/10.1109/icpr48806.2021.9412919,"[""QF-002""]","[""skin spectral reflectance inverse problem melanin hemoglobin""]",UNSCREENED_NOT_ADMITTED
